Time (CET),Team 1,Team 2,Score,date,link,season
8:00 PM,Marousi,Panathinaikos,56 - 96,"Wednesday, March 7, 2012",https://www.proballers.com/basketball/game/254852/marousi-panathinaikos-2012-03-07,2011
8:00 PM,Ilisiakos,Aris BC,74 - 79,"Wednesday, March 7, 2012",https://www.proballers.com/basketball/game/254856/ilisiakos-aris-bc-2012-03-07,2011
8:00 PM,Rethymno Cretan Kings,Peristeri,75 - 46,"Wednesday, March 7, 2012",https://www.proballers.com/basketball/game/254854/rethymno-cretan-kings-peristeri-2012-03-07,2011
8:00 PM,Kavalas,KAO Dramas,100 - 86,"Wednesday, March 7, 2012",https://www.proballers.com/basketball/game/254858/kavalas-kao-dramas-2012-03-07,2011
8:00 PM,Aris BC,PAOK,81 - 71,"Wednesday, March 14, 2012",https://www.proballers.com/basketball/game/254868/aris-bc-paok-2012-03-14,2011
8:00 PM,Panionios,Peristeri,77 - 60,"Wednesday, March 14, 2012",https://www.proballers.com/basketball/game/254866/panionios-peristeri-2012-03-14,2011
8:00 PM,Panathinaikos,Rethymno Cretan Kings,105 - 78,"Wednesday, March 14, 2012",https://www.proballers.com/basketball/game/254864/panathinaikos-rethymno-cretan-kings-2012-03-14,2011
8:00 PM,KAO Dramas,Ilisiakos,94 - 81,"Wednesday, March 14, 2012",https://www.proballers.com/basketball/game/254870/kao-dramas-ilisiakos-2012-03-14,2011
8:00 PM,Kolossos H Hotels,Marousi,86 - 62,"Wednesday, March 14, 2012",https://www.proballers.com/basketball/game/254862/kolossos-h-hotels-marousi-2012-03-14,2011
8:00 PM,Ikaros Esperos,Kavalas,71 - 79,"Wednesday, March 14, 2012",https://www.proballers.com/basketball/game/254872/ikaros-esperos-kavalas-2012-03-14,2011
8:00 PM,Peristeri,Panathinaikos,64 - 97,"Friday, March 16, 2012",https://www.proballers.com/basketball/game/254876/peristeri-panathinaikos-2012-03-16,2011
8:00 PM,Olympiacos,Panionios,73 - 64,"Friday, March 16, 2012",https://www.proballers.com/basketball/game/254878/olympiacos-panionios-2012-03-16,2011
8:00 PM,Peristeri,Panelefsiniakos,77 - 75,"Saturday, October 13, 2012",https://www.proballers.com/basketball/game/272352/peristeri-panelefsiniakos-2012-10-13,2012
8:00 PM,Kavalas,Ilisiakos,66 - 68,"Saturday, October 13, 2012",https://www.proballers.com/basketball/game/272350/kavalas-ilisiakos-2012-10-13,2012
8:00 PM,Olympiacos,PAOK,89 - 64,"Sunday, October 14, 2012",https://www.proballers.com/basketball/game/272358/olympiacos-paok-2012-10-14,2012
8:00 PM,KAO Dramas,Panionios,62 - 64,"Sunday, October 14, 2012",https://www.proballers.com/basketball/game/272354/kao-dramas-panionios-2012-10-14,2012
8:00 PM,Kolossos H Hotels,Rethymno Cretan Kings,82 - 80,"Sunday, October 14, 2012",https://www.proballers.com/basketball/game/272348/kolossos-h-hotels-rethymno-cretan-kings-2012-10-14,2012
8:00 PM,Aris BC,Panathinaikos,56 - 71,"Monday, October 15, 2012",https://www.proballers.com/basketball/game/272346/aris-bc-panathinaikos-2012-10-15,2012
8:00 PM,Ikaros Esperos,Apollon Patras,67 - 65,"Monday, October 15, 2012",https://www.proballers.com/basketball/game/272356/ikaros-esperos-apollon-patras-2012-10-15,2012
4:00 PM,Panelefsiniakos,Kavalas,87 - 74,"Saturday, October 20, 2012",https://www.proballers.com/basketball/game/273489/panelefsiniakos-kavalas-2012-10-20,2012
4:30 PM,Apollon Patras,KAO Dramas,89 - 92,"Saturday, October 20, 2012",https://www.proballers.com/basketball/game/273491/apollon-patras-kao-dramas-2012-10-20,2012
5:00 PM,Panionios,Peristeri,79 - 65,"Sunday, October 21, 2012",https://www.proballers.com/basketball/game/273483/panionios-peristeri-2012-10-21,2012
5:00 PM,PAOK,Ikaros Esperos,71 - 48,"Sunday, October 21, 2012",https://www.proballers.com/basketball/game/273485/paok-ikaros-esperos-2012-10-21,2012
5:00 PM,Ilisiakos,Kolossos H Hotels,49 - 65,"Sunday, October 21, 2012",https://www.proballers.com/basketball/game/273481/ilisiakos-kolossos-h-hotels-2012-10-21,2012
5:00 PM,Rethymno Cretan Kings,Aris BC,68 - 50,"Sunday, October 21, 2012",https://www.proballers.com/basketball/game/273487/rethymno-cretan-kings-aris-bc-2012-10-21,2012
6:45 PM,Panathinaikos,Olympiacos,60 - 64,"Monday, October 22, 2012",https://www.proballers.com/basketball/game/273479/panathinaikos-olympiacos-2012-10-22,2012
5:00 PM,Aris BC,Ilisiakos,64 - 63,"Saturday, October 27, 2012",https://www.proballers.com/basketball/game/273616/aris-bc-ilisiakos-2012-10-27,2012
5:00 PM,Peristeri,Apollon Patras,76 - 74,"Saturday, October 27, 2012",https://www.proballers.com/basketball/game/273620/peristeri-apollon-patras-2012-10-27,2012
5:00 PM,KAO Dramas,PAOK,89 - 78,"Saturday, October 27, 2012",https://www.proballers.com/basketball/game/273622/kao-dramas-paok-2012-10-27,2012
5:00 PM,Kolossos H Hotels,Panelefsiniakos,78 - 71,"Saturday, October 27, 2012",https://www.proballers.com/basketball/game/273614/kolossos-h-hotels-panelefsiniakos-2012-10-27,2012
5:00 PM,Kavalas,Panionios,84 - 87,"Saturday, October 27, 2012",https://www.proballers.com/basketball/game/273618/kavalas-panionios-2012-10-27,2012
5:00 PM,Ikaros Esperos,Olympiacos,53 - 97,"Sunday, October 28, 2012",https://www.proballers.com/basketball/game/273624/ikaros-esperos-olympiacos-2012-10-28,2012
7:00 PM,Panathinaikos,Rethymno Cretan Kings,92 - 50,"Monday, October 29, 2012",https://www.proballers.com/basketball/game/273626/panathinaikos-rethymno-cretan-kings-2012-10-29,2012
8:00 PM,Panelefsiniakos,Aris BC,76 - 85,"Friday, November 2, 2012",https://www.proballers.com/basketball/game/274288/panelefsiniakos-aris-bc-2012-11-02,2012
8:00 PM,Peristeri,Panelefsiniakos,77 - 75,"Saturday, October 13, 2012",https://www.proballers.com/basketball/game/272352/peristeri-panelefsiniakos-2012-10-13,2012
8:00 PM,Kavalas,Ilisiakos,66 - 68,"Saturday, October 13, 2012",https://www.proballers.com/basketball/game/272350/kavalas-ilisiakos-2012-10-13,2012
8:00 PM,Olympiacos,PAOK,89 - 64,"Sunday, October 14, 2012",https://www.proballers.com/basketball/game/272358/olympiacos-paok-2012-10-14,2012
8:00 PM,KAO Dramas,Panionios,62 - 64,"Sunday, October 14, 2012",https://www.proballers.com/basketball/game/272354/kao-dramas-panionios-2012-10-14,2012
8:00 PM,Kolossos H Hotels,Rethymno Cretan Kings,82 - 80,"Sunday, October 14, 2012",https://www.proballers.com/basketball/game/272348/kolossos-h-hotels-rethymno-cretan-kings-2012-10-14,2012
8:00 PM,Aris BC,Panathinaikos,56 - 71,"Monday, October 15, 2012",https://www.proballers.com/basketball/game/272346/aris-bc-panathinaikos-2012-10-15,2012
8:00 PM,Ikaros Esperos,Apollon Patras,67 - 65,"Monday, October 15, 2012",https://www.proballers.com/basketball/game/272356/ikaros-esperos-apollon-patras-2012-10-15,2012
4:00 PM,Panelefsiniakos,Kavalas,87 - 74,"Saturday, October 20, 2012",https://www.proballers.com/basketball/game/273489/panelefsiniakos-kavalas-2012-10-20,2012
4:30 PM,Apollon Patras,KAO Dramas,89 - 92,"Saturday, October 20, 2012",https://www.proballers.com/basketball/game/273491/apollon-patras-kao-dramas-2012-10-20,2012
5:00 PM,Panionios,Peristeri,79 - 65,"Sunday, October 21, 2012",https://www.proballers.com/basketball/game/273483/panionios-peristeri-2012-10-21,2012
5:00 PM,PAOK,Ikaros Esperos,71 - 48,"Sunday, October 21, 2012",https://www.proballers.com/basketball/game/273485/paok-ikaros-esperos-2012-10-21,2012
5:00 PM,Ilisiakos,Kolossos H Hotels,49 - 65,"Sunday, October 21, 2012",https://www.proballers.com/basketball/game/273481/ilisiakos-kolossos-h-hotels-2012-10-21,2012
5:00 PM,Rethymno Cretan Kings,Aris BC,68 - 50,"Sunday, October 21, 2012",https://www.proballers.com/basketball/game/273487/rethymno-cretan-kings-aris-bc-2012-10-21,2012
6:45 PM,Panathinaikos,Olympiacos,60 - 64,"Monday, October 22, 2012",https://www.proballers.com/basketball/game/273479/panathinaikos-olympiacos-2012-10-22,2012
5:00 PM,Aris BC,Ilisiakos,64 - 63,"Saturday, October 27, 2012",https://www.proballers.com/basketball/game/273616/aris-bc-ilisiakos-2012-10-27,2012
5:00 PM,Peristeri,Apollon Patras,76 - 74,"Saturday, October 27, 2012",https://www.proballers.com/basketball/game/273620/peristeri-apollon-patras-2012-10-27,2012
5:00 PM,KAO Dramas,PAOK,89 - 78,"Saturday, October 27, 2012",https://www.proballers.com/basketball/game/273622/kao-dramas-paok-2012-10-27,2012
5:00 PM,Kolossos H Hotels,Panelefsiniakos,78 - 71,"Saturday, October 27, 2012",https://www.proballers.com/basketball/game/273614/kolossos-h-hotels-panelefsiniakos-2012-10-27,2012
5:00 PM,Kavalas,Panionios,84 - 87,"Saturday, October 27, 2012",https://www.proballers.com/basketball/game/273618/kavalas-panionios-2012-10-27,2012
5:00 PM,Ikaros Esperos,Olympiacos,53 - 97,"Sunday, October 28, 2012",https://www.proballers.com/basketball/game/273624/ikaros-esperos-olympiacos-2012-10-28,2012
7:00 PM,Panathinaikos,Rethymno Cretan Kings,92 - 50,"Monday, October 29, 2012",https://www.proballers.com/basketball/game/273626/panathinaikos-rethymno-cretan-kings-2012-10-29,2012
8:00 PM,Panelefsiniakos,Aris BC,76 - 85,"Friday, November 2, 2012",https://www.proballers.com/basketball/game/274288/panelefsiniakos-aris-bc-2012-11-02,2012
8:00 PM,Peristeri,Panelefsiniakos,77 - 75,"Saturday, October 13, 2012",https://www.proballers.com/basketball/game/272352/peristeri-panelefsiniakos-2012-10-13,2012
8:00 PM,Kavalas,Ilisiakos,66 - 68,"Saturday, October 13, 2012",https://www.proballers.com/basketball/game/272350/kavalas-ilisiakos-2012-10-13,2012
8:00 PM,Olympiacos,PAOK,89 - 64,"Sunday, October 14, 2012",https://www.proballers.com/basketball/game/272358/olympiacos-paok-2012-10-14,2012
8:00 PM,KAO Dramas,Panionios,62 - 64,"Sunday, October 14, 2012",https://www.proballers.com/basketball/game/272354/kao-dramas-panionios-2012-10-14,2012
8:00 PM,Kolossos H Hotels,Rethymno Cretan Kings,82 - 80,"Sunday, October 14, 2012",https://www.proballers.com/basketball/game/272348/kolossos-h-hotels-rethymno-cretan-kings-2012-10-14,2012
8:00 PM,Aris BC,Panathinaikos,56 - 71,"Monday, October 15, 2012",https://www.proballers.com/basketball/game/272346/aris-bc-panathinaikos-2012-10-15,2012
8:00 PM,Ikaros Esperos,Apollon Patras,67 - 65,"Monday, October 15, 2012",https://www.proballers.com/basketball/game/272356/ikaros-esperos-apollon-patras-2012-10-15,2012
4:00 PM,Panelefsiniakos,Kavalas,87 - 74,"Saturday, October 20, 2012",https://www.proballers.com/basketball/game/273489/panelefsiniakos-kavalas-2012-10-20,2012
4:30 PM,Apollon Patras,KAO Dramas,89 - 92,"Saturday, October 20, 2012",https://www.proballers.com/basketball/game/273491/apollon-patras-kao-dramas-2012-10-20,2012
5:00 PM,Panionios,Peristeri,79 - 65,"Sunday, October 21, 2012",https://www.proballers.com/basketball/game/273483/panionios-peristeri-2012-10-21,2012
5:00 PM,PAOK,Ikaros Esperos,71 - 48,"Sunday, October 21, 2012",https://www.proballers.com/basketball/game/273485/paok-ikaros-esperos-2012-10-21,2012
5:00 PM,Ilisiakos,Kolossos H Hotels,49 - 65,"Sunday, October 21, 2012",https://www.proballers.com/basketball/game/273481/ilisiakos-kolossos-h-hotels-2012-10-21,2012
5:00 PM,Rethymno Cretan Kings,Aris BC,68 - 50,"Sunday, October 21, 2012",https://www.proballers.com/basketball/game/273487/rethymno-cretan-kings-aris-bc-2012-10-21,2012
6:45 PM,Panathinaikos,Olympiacos,60 - 64,"Monday, October 22, 2012",https://www.proballers.com/basketball/game/273479/panathinaikos-olympiacos-2012-10-22,2012
5:00 PM,Aris BC,Ilisiakos,64 - 63,"Saturday, October 27, 2012",https://www.proballers.com/basketball/game/273616/aris-bc-ilisiakos-2012-10-27,2012
5:00 PM,Peristeri,Apollon Patras,76 - 74,"Saturday, October 27, 2012",https://www.proballers.com/basketball/game/273620/peristeri-apollon-patras-2012-10-27,2012
5:00 PM,KAO Dramas,PAOK,89 - 78,"Saturday, October 27, 2012",https://www.proballers.com/basketball/game/273622/kao-dramas-paok-2012-10-27,2012
5:00 PM,Kolossos H Hotels,Panelefsiniakos,78 - 71,"Saturday, October 27, 2012",https://www.proballers.com/basketball/game/273614/kolossos-h-hotels-panelefsiniakos-2012-10-27,2012
5:00 PM,Kavalas,Panionios,84 - 87,"Saturday, October 27, 2012",https://www.proballers.com/basketball/game/273618/kavalas-panionios-2012-10-27,2012
5:00 PM,Ikaros Esperos,Olympiacos,53 - 97,"Sunday, October 28, 2012",https://www.proballers.com/basketball/game/273624/ikaros-esperos-olympiacos-2012-10-28,2012
7:00 PM,Panathinaikos,Rethymno Cretan Kings,92 - 50,"Monday, October 29, 2012",https://www.proballers.com/basketball/game/273626/panathinaikos-rethymno-cretan-kings-2012-10-29,2012
8:00 PM,Panelefsiniakos,Aris BC,76 - 85,"Friday, November 2, 2012",https://www.proballers.com/basketball/game/274288/panelefsiniakos-aris-bc-2012-11-02,2012
8:00 PM,Panionios,Kolossos H Hotels,89 - 77,"Saturday, November 3, 2012",https://www.proballers.com/basketball/game/274290/panionios-kolossos-h-hotels-2012-11-03,2012
8:00 PM,PAOK,Peristeri,83 - 68,"Saturday, November 3, 2012",https://www.proballers.com/basketball/game/274292/paok-peristeri-2012-11-03,2012
8:00 PM,Apollon Patras,Kavalas,80 - 79,"Saturday, November 3, 2012",https://www.proballers.com/basketball/game/274286/apollon-patras-kavalas-2012-11-03,2012
4:00 PM,Ilisiakos,Rethymno Cretan Kings,66 - 72,"Sunday, November 4, 2012",https://www.proballers.com/basketball/game/274294/ilisiakos-rethymno-cretan-kings-2012-11-04,2012
8:00 PM,Olympiacos,KAO Dramas,103 - 67,"Sunday, November 4, 2012",https://www.proballers.com/basketball/game/274296/olympiacos-kao-dramas-2012-11-04,2012
8:00 PM,Ikaros Esperos,Panathinaikos,72 - 68,"Sunday, November 4, 2012",https://www.proballers.com/basketball/game/274298/ikaros-esperos-panathinaikos-2012-11-04,2012
5:00 PM,KAO Dramas,Ikaros Esperos,76 - 69,"Saturday, November 10, 2012",https://www.proballers.com/basketball/game/274308/kao-dramas-ikaros-esperos-2012-11-10,2012
8:00 PM,Aris BC,Panionios,60 - 82,"Saturday, November 10, 2012",https://www.proballers.com/basketball/game/274300/aris-bc-panionios-2012-11-10,2012
1:00 PM,Kolossos H Hotels,Apollon Patras,67 - 80,"Sunday, November 11, 2012",https://www.proballers.com/basketball/game/274302/kolossos-h-hotels-apollon-patras-2012-11-11,2012
4:00 PM,Rethymno Cretan Kings,Panelefsiniakos,75 - 69,"Sunday, November 11, 2012",https://www.proballers.com/basketball/game/274312/rethymno-cretan-kings-panelefsiniakos-2012-11-11,2012
8:00 PM,Peristeri,Olympiacos,78 - 92,"Sunday, November 11, 2012",https://www.proballers.com/basketball/game/274306/peristeri-olympiacos-2012-11-11,2012
8:00 PM,Kavalas,PAOK,70 - 91,"Sunday, November 11, 2012",https://www.proballers.com/basketball/game/274304/kavalas-paok-2012-11-11,2012
8:00 PM,Panathinaikos,Ilisiakos,101 - 49,"Monday, November 12, 2012",https://www.proballers.com/basketball/game/274310/panathinaikos-ilisiakos-2012-11-12,2012
8:00 PM,Panionios,Rethymno Cretan Kings,70 - 86,"Sunday, November 18, 2012",https://www.proballers.com/basketball/game/274324/panionios-rethymno-cretan-kings-2012-11-18,2012
8:00 PM,KAO Dramas,Panathinaikos,60 - 63,"Sunday, November 18, 2012",https://www.proballers.com/basketball/game/274322/kao-dramas-panathinaikos-2012-11-18,2012
8:00 PM,Ikaros Esperos,Peristeri,66 - 55,"Sunday, November 18, 2012",https://www.proballers.com/basketball/game/274320/ikaros-esperos-peristeri-2012-11-18,2012
8:00 PM,Panelefsiniakos,Ilisiakos,96 - 84,"Sunday, November 18, 2012",https://www.proballers.com/basketball/game/274326/panelefsiniakos-ilisiakos-2012-11-18,2012
8:00 PM,PAOK,Kolossos H Hotels,68 - 63,"Monday, November 19, 2012",https://www.proballers.com/basketball/game/274316/paok-kolossos-h-hotels-2012-11-19,2012
8:00 PM,Olympiacos,Kavalas,113 - 62,"Monday, November 19, 2012",https://www.proballers.com/basketball/game/274318/olympiacos-kavalas-2012-11-19,2012
8:00 PM,Apollon Patras,Aris BC,64 - 53,"Monday, November 19, 2012",https://www.proballers.com/basketball/game/274314/apollon-patras-aris-bc-2012-11-19,2012
8:00 PM,Aris BC,PAOK,63 - 72,"Saturday, November 24, 2012",https://www.proballers.com/basketball/game/274328/aris-bc-paok-2012-11-24,2012
8:00 PM,Ilisiakos,Panionios,69 - 75,"Saturday, November 24, 2012",https://www.proballers.com/basketball/game/274340/ilisiakos-panionios-2012-11-24,2012
8:00 PM,Peristeri,KAO Dramas,78 - 76,"Sunday, November 25, 2012",https://www.proballers.com/basketball/game/274334/peristeri-kao-dramas-2012-11-25,2012
8:00 PM,Kolossos H Hotels,Olympiacos,72 - 88,"Sunday, November 25, 2012",https://www.proballers.com/basketball/game/274330/kolossos-h-hotels-olympiacos-2012-11-25,2012
8:00 PM,Rethymno Cretan Kings,Apollon Patras,77 - 71,"Sunday, November 25, 2012",https://www.proballers.com/basketball/game/274338/rethymno-cretan-kings-apollon-patras-2012-11-25,2012
8:00 PM,Kavalas,Ikaros Esperos,82 - 83,"Sunday, November 25, 2012",https://www.proballers.com/basketball/game/274332/kavalas-ikaros-esperos-2012-11-25,2012
8:00 PM,Panathinaikos,Panelefsiniakos,95 - 68,"Monday, November 26, 2012",https://www.proballers.com/basketball/game/274336/panathinaikos-panelefsiniakos-2012-11-26,2012
3:00 PM,Panionios,Panelefsiniakos,81 - 73,"Saturday, December 1, 2012",https://www.proballers.com/basketball/game/274352/panionios-panelefsiniakos-2012-12-01,2012
8:00 PM,PAOK,Rethymno Cretan Kings,91 - 85,"Saturday, December 1, 2012",https://www.proballers.com/basketball/game/274350/paok-rethymno-cretan-kings-2012-12-01,2012
8:00 PM,Apollon Patras,Ilisiakos,94 - 72,"Saturday, December 1, 2012",https://www.proballers.com/basketball/game/274354/apollon-patras-ilisiakos-2012-12-01,2012
8:00 PM,Peristeri,Panathinaikos,41 - 76,"Sunday, December 2, 2012",https://www.proballers.com/basketball/game/274348/peristeri-panathinaikos-2012-12-02,2012
8:00 PM,KAO Dramas,Kavalas,72 - 73,"Sunday, December 2, 2012",https://www.proballers.com/basketball/game/274346/kao-dramas-kavalas-2012-12-02,2012
8:00 PM,Ikaros Esperos,Kolossos H Hotels,86 - 66,"Sunday, December 2, 2012",https://www.proballers.com/basketball/game/274344/ikaros-esperos-kolossos-h-hotels-2012-12-02,2012
3:00 PM,Olympiacos,Aris BC,100 - 65,"Monday, December 3, 2012",https://www.proballers.com/basketball/game/274342/olympiacos-aris-bc-2012-12-03,2012
8:00 PM,Aris BC,Ikaros Esperos,70 - 60,"Saturday, December 8, 2012",https://www.proballers.com/basketball/game/274356/aris-bc-ikaros-esperos-2012-12-08,2012
8:00 PM,Ilisiakos,PAOK,72 - 76,"Saturday, December 8, 2012",https://www.proballers.com/basketball/game/274366/ilisiakos-paok-2012-12-08,2012
8:00 PM,Kavalas,Peristeri,84 - 79,"Saturday, December 8, 2012",https://www.proballers.com/basketball/game/274360/kavalas-peristeri-2012-12-08,2012
8:00 PM,Panelefsiniakos,Apollon Patras,68 - 69,"Saturday, December 8, 2012",https://www.proballers.com/basketball/game/274368/panelefsiniakos-apollon-patras-2012-12-08,2012
8:00 PM,Kolossos H Hotels,KAO Dramas,82 - 76,"Sunday, December 9, 2012",https://www.proballers.com/basketball/game/274358/kolossos-h-hotels-kao-dramas-2012-12-09,2012
8:00 PM,Rethymno Cretan Kings,Olympiacos,64 - 78,"Sunday, December 9, 2012",https://www.proballers.com/basketball/game/274364/rethymno-cretan-kings-olympiacos-2012-12-09,2012
8:00 PM,PAOK,Panelefsiniakos,84 - 78,"Saturday, December 15, 2012",https://www.proballers.com/basketball/game/274380/paok-panelefsiniakos-2012-12-15,2012
8:00 PM,KAO Dramas,Aris BC,84 - 81,"Saturday, December 15, 2012",https://www.proballers.com/basketball/game/274370/kao-dramas-aris-bc-2012-12-15,2012
8:00 PM,Peristeri,Kolossos H Hotels,91 - 89,"Sunday, December 16, 2012",https://www.proballers.com/basketball/game/274372/peristeri-kolossos-h-hotels-2012-12-16,2012
8:00 PM,Olympiacos,Ilisiakos,113 - 75,"Sunday, December 16, 2012",https://www.proballers.com/basketball/game/274378/olympiacos-ilisiakos-2012-12-16,2012
8:00 PM,Apollon Patras,Panionios,93 - 99,"Sunday, December 16, 2012",https://www.proballers.com/basketball/game/274382/apollon-patras-panionios-2012-12-16,2012
8:00 PM,Kavalas,Panathinaikos,71 - 97,"Sunday, December 16, 2012",https://www.proballers.com/basketball/game/274374/kavalas-panathinaikos-2012-12-16,2012
8:00 PM,Ikaros Esperos,Rethymno Cretan Kings,61 - 66,"Sunday, December 16, 2012",https://www.proballers.com/basketball/game/274376/ikaros-esperos-rethymno-cretan-kings-2012-12-16,2012
8:00 PM,Panathinaikos,Panionios,75 - 61,"Wednesday, December 19, 2012",https://www.proballers.com/basketball/game/274362/panathinaikos-panionios-2012-12-19,2012
8:00 PM,Kolossos H Hotels,Kavalas,72 - 86,"Friday, January 4, 2013",https://www.proballers.com/basketball/game/274386/kolossos-h-hotels-kavalas-2013-01-04,2012
8:00 PM,Aris BC,Peristeri,70 - 46,"Saturday, January 5, 2013",https://www.proballers.com/basketball/game/274384/aris-bc-peristeri-2013-01-05,2012
8:00 PM,Panionios,PAOK,82 - 68,"Saturday, January 5, 2013",https://www.proballers.com/basketball/game/274396/panionios-paok-2013-01-05,2012
8:00 PM,Ilisiakos,Ikaros Esperos,66 - 64,"Saturday, January 5, 2013",https://www.proballers.com/basketball/game/274392/ilisiakos-ikaros-esperos-2013-01-05,2012
8:00 PM,Panathinaikos,Apollon Patras,91 - 60,"Sunday, January 6, 2013",https://www.proballers.com/basketball/game/274388/panathinaikos-apollon-patras-2013-01-06,2012
8:00 PM,Rethymno Cretan Kings,KAO Dramas,88 - 75,"Sunday, January 6, 2013",https://www.proballers.com/basketball/game/274390/rethymno-cretan-kings-kao-dramas-2013-01-06,2012
8:00 PM,Panelefsiniakos,Olympiacos,76 - 94,"Sunday, January 6, 2013",https://www.proballers.com/basketball/game/274394/panelefsiniakos-olympiacos-2013-01-06,2012
8:00 PM,PAOK,Apollon Patras,68 - 61,"Saturday, January 12, 2013",https://www.proballers.com/basketball/game/274410/paok-apollon-patras-2013-01-12,2012
8:00 PM,KAO Dramas,Ilisiakos,80 - 83,"Saturday, January 12, 2013",https://www.proballers.com/basketball/game/274404/kao-dramas-ilisiakos-2013-01-12,2012
8:00 PM,Kavalas,Aris BC,77 - 85,"Saturday, January 12, 2013",https://www.proballers.com/basketball/game/274398/kavalas-aris-bc-2013-01-12,2012
8:00 PM,Ikaros Esperos,Panelefsiniakos,85 - 78,"Saturday, January 12, 2013",https://www.proballers.com/basketball/game/274406/ikaros-esperos-panelefsiniakos-2013-01-12,2012
8:00 PM,Peristeri,Rethymno Cretan Kings,70 - 69,"Sunday, January 13, 2013",https://www.proballers.com/basketball/game/274402/peristeri-rethymno-cretan-kings-2013-01-13,2012
8:00 PM,Kolossos H Hotels,Panathinaikos,59 - 67,"Sunday, January 13, 2013",https://www.proballers.com/basketball/game/274400/kolossos-h-hotels-panathinaikos-2013-01-13,2012
8:00 PM,Olympiacos,Panionios,87 - 73,"Monday, January 14, 2013",https://www.proballers.com/basketball/game/274408/olympiacos-panionios-2013-01-14,2012
8:00 PM,Aris BC,Kolossos H Hotels,75 - 52,"Saturday, January 19, 2013",https://www.proballers.com/basketball/game/274412/aris-bc-kolossos-h-hotels-2013-01-19,2012
8:00 PM,Panionios,Ikaros Esperos,82 - 75,"Saturday, January 19, 2013",https://www.proballers.com/basketball/game/274422/panionios-ikaros-esperos-2013-01-19,2012
8:00 PM,Ilisiakos,Peristeri,66 - 64,"Saturday, January 19, 2013",https://www.proballers.com/basketball/game/274418/ilisiakos-peristeri-2013-01-19,2012
8:00 PM,Panelefsiniakos,KAO Dramas,74 - 76,"Saturday, January 19, 2013",https://www.proballers.com/basketball/game/274420/panelefsiniakos-kao-dramas-2013-01-19,2012
8:00 PM,Panathinaikos,PAOK,71 - 61,"Sunday, January 20, 2013",https://www.proballers.com/basketball/game/274414/panathinaikos-paok-2013-01-20,2012
8:00 PM,Rethymno Cretan Kings,Kavalas,88 - 79,"Sunday, January 20, 2013",https://www.proballers.com/basketball/game/274416/rethymno-cretan-kings-kavalas-2013-01-20,2012
8:00 PM,Apollon Patras,Olympiacos,69 - 88,"Monday, January 21, 2013",https://www.proballers.com/basketball/game/274424/apollon-patras-olympiacos-2013-01-21,2012
8:00 PM,Apollon Patras,Ikaros Esperos,95 - 75,"Saturday, January 26, 2013",https://www.proballers.com/basketball/game/272357/apollon-patras-ikaros-esperos-2013-01-26,2012
8:00 PM,Rethymno Cretan Kings,Kolossos H Hotels,82 - 73,"Saturday, January 26, 2013",https://www.proballers.com/basketball/game/272349/rethymno-cretan-kings-kolossos-h-hotels-2013-01-26,2012
8:00 PM,Panelefsiniakos,Peristeri,75 - 62,"Saturday, January 26, 2013",https://www.proballers.com/basketball/game/272353/panelefsiniakos-peristeri-2013-01-26,2012
8:00 PM,Panionios,KAO Dramas,74 - 73,"Sunday, January 27, 2013",https://www.proballers.com/basketball/game/272355/panionios-kao-dramas-2013-01-27,2012
8:00 PM,PAOK,Olympiacos,76 - 71,"Sunday, January 27, 2013",https://www.proballers.com/basketball/game/272359/paok-olympiacos-2013-01-27,2012
8:00 PM,Ilisiakos,Kavalas,82 - 78,"Sunday, January 27, 2013",https://www.proballers.com/basketball/game/272351/ilisiakos-kavalas-2013-01-27,2012
8:00 PM,Panathinaikos,Aris BC,81 - 62,"Monday, January 28, 2013",https://www.proballers.com/basketball/game/272347/panathinaikos-aris-bc-2013-01-28,2012
3:00 PM,Kolossos H Hotels,Ilisiakos,71 - 63,"Saturday, February 2, 2013",https://www.proballers.com/basketball/game/273482/kolossos-h-hotels-ilisiakos-2013-02-02,2012
8:00 PM,Aris BC,Rethymno Cretan Kings,71 - 73,"Saturday, February 2, 2013",https://www.proballers.com/basketball/game/273488/aris-bc-rethymno-cretan-kings-2013-02-02,2012
8:00 PM,Peristeri,Panionios,69 - 91,"Saturday, February 2, 2013",https://www.proballers.com/basketball/game/273484/peristeri-panionios-2013-02-02,2012
8:00 PM,KAO Dramas,Apollon Patras,88 - 101,"Saturday, February 2, 2013",https://www.proballers.com/basketball/game/273492/kao-dramas-apollon-patras-2013-02-02,2012
8:00 PM,Kavalas,Panelefsiniakos,68 - 66,"Saturday, February 2, 2013",https://www.proballers.com/basketball/game/273490/kavalas-panelefsiniakos-2013-02-02,2012
8:00 PM,Ikaros Esperos,PAOK,80 - 85,"Sunday, February 3, 2013",https://www.proballers.com/basketball/game/273486/ikaros-esperos-paok-2013-02-03,2012
8:00 PM,Olympiacos,Panathinaikos,72 - 67,"Monday, February 4, 2013",https://www.proballers.com/basketball/game/273480/olympiacos-panathinaikos-2013-02-04,2012
5:00 PM,Panionios,Kavalas,88 - 71,"Wednesday, February 6, 2013",https://www.proballers.com/basketball/game/273619/panionios-kavalas-2013-02-06,2012
5:00 PM,PAOK,KAO Dramas,77 - 66,"Wednesday, February 6, 2013",https://www.proballers.com/basketball/game/273623/paok-kao-dramas-2013-02-06,2012
